2017/11/20 10:30:06 cfg.go:88: read config file: /usr/local/open-falcon/open-falcon/aggregator/config/cfg.json successfully
2017/11/20 10:30:06 http.go:74: http listening 0.0.0.0:6055
2017/11/20 10:30:06 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:42:31 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:43:26 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:44:21 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:45:16 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:46:11 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:47:06 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:48:01 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:48:56 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:49:51 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:50:46 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:51:41 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:52:36 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:53:31 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:54:26 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:55:21 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:56:16 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:57:11 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:58:06 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:59:01 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:59:56 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:00:51 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:01:46 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:02:41 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:03:36 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:04:31 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:05:26 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:06:21 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:07:16 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:08:11 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:09:06 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:10:01 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:10:56 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:11:51 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:12:46 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:13:41 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:14:36 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:15:31 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:16:26 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:17:21 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:18:16 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:19:11 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:20:06 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:21:01 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:21:56 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:22:51 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:23:46 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:24:41 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:25:36 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:26:31 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:27:26 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 15:28:21 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
